global_round, entropy_ratio, recall, specificity       , average_accuracy   , TP, FP, TN , FN
           5,          0.1 ,    0.5, 1.0               , 0.75               ,  5,  0, 610,  5
           5,          0.15,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
           5,          0.2 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           5,          0.25,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
           5,          0.3 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           5,          0.35,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           5,          0.4 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           5,          0.45,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           5,          0.5 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           5,          0.55,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           5,          0.6 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           5,          0.65,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           5,          0.7 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           5,          0.75,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           5,          0.8 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           5,          0.85,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           5,          0.9 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           5,          0.95,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           5,          1.0 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           6,          0.1 ,    0.6, 1.0               , 0.8                ,  6,  0, 610,  4
           6,          0.15,    0.7, 0.9983606557377049, 0.8491803278688524 ,  7,  1, 609,  3
           6,          0.2 ,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
           6,          0.25,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           6,          0.3 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           6,          0.35,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
           6,          0.4 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           6,          0.45,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           6,          0.5 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
           6,          0.55,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
           6,          0.6 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
           6,          0.65,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           6,          0.7 ,    0.8, 0.9983606557377049, 0.8991803278688525 ,  8,  1, 609,  2
           6,          0.75,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           6,          0.8 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           6,          0.85,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           6,          0.9 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           6,          0.95,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           6,          1.0 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           7,          0.1 ,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
           7,          0.15,    0.6, 1.0               , 0.8                ,  6,  0, 610,  4
           7,          0.2 ,    0.4, 0.9983606557377049, 0.6991803278688524 ,  4,  1, 609,  6
           7,          0.25,    0.8, 0.9983606557377049, 0.8991803278688525 ,  8,  1, 609,  2
           7,          0.3 ,    0.8, 0.9983606557377049, 0.8991803278688525 ,  8,  1, 609,  2
           7,          0.35,    0.8, 0.9983606557377049, 0.8991803278688525 ,  8,  1, 609,  2
           7,          0.4 ,    0.8, 0.9983606557377049, 0.8991803278688525 ,  8,  1, 609,  2
           7,          0.45,    0.8, 0.9983606557377049, 0.8991803278688525 ,  8,  1, 609,  2
           7,          0.5 ,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
           7,          0.55,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
           7,          0.6 ,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
           7,          0.65,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           7,          0.7 ,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
           7,          0.75,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           7,          0.8 ,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
           7,          0.85,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
           7,          0.9 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           7,          0.95,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
           7,          1.0 ,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
           8,          0.1 ,    0.6, 1.0               , 0.8                ,  6,  0, 610,  4
           8,          0.15,    0.5, 1.0               , 0.75               ,  5,  0, 610,  5
           8,          0.2 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
           8,          0.25,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           8,          0.3 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           8,          0.35,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
           8,          0.4 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           8,          0.45,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           8,          0.5 ,    0.8, 0.9983606557377049, 0.8991803278688525 ,  8,  1, 609,  2
           8,          0.55,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           8,          0.6 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           8,          0.65,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           8,          0.7 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           8,          0.75,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           8,          0.8 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           8,          0.85,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           8,          0.9 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           8,          0.95,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           8,          1.0 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           9,          0.1 ,    0.4, 1.0               , 0.7                ,  4,  0, 610,  6
           9,          0.15,    0.4, 1.0               , 0.7                ,  4,  0, 610,  6
           9,          0.2 ,    0.5, 1.0               , 0.75               ,  5,  0, 610,  5
           9,          0.25,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           9,          0.3 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
           9,          0.35,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           9,          0.4 ,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
           9,          0.45,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           9,          0.5 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           9,          0.55,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           9,          0.6 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           9,          0.65,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
           9,          0.7 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           9,          0.75,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           9,          0.8 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           9,          0.85,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           9,          0.9 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           9,          0.95,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
           9,          1.0 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          0.1 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          10,          0.15,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          10,          0.2 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          10,          0.25,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          0.3 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          0.35,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          0.4 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          10,          0.45,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          0.5 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          0.55,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          10,          0.6 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          0.65,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          0.7 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          0.75,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          0.8 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          0.85,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          0.9 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          0.95,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          10,          1.0 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          11,          0.1 ,    0.4, 1.0               , 0.7                ,  4,  0, 610,  6
          11,          0.15,    0.3, 1.0               , 0.65               ,  3,  0, 610,  7
          11,          0.2 ,    0.3, 0.9983606557377049, 0.6491803278688525 ,  3,  1, 609,  7
          11,          0.25,    0.5, 1.0               , 0.75               ,  5,  0, 610,  5
          11,          0.3 ,    0.5, 1.0               , 0.75               ,  5,  0, 610,  5
          11,          0.35,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          11,          0.4 ,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          11,          0.45,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          11,          0.5 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          11,          0.55,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          11,          0.6 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          11,          0.65,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          11,          0.7 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          11,          0.75,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          11,          0.8 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          11,          0.85,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          11,          0.9 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          11,          0.95,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          11,          1.0 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          12,          0.1 ,    0.4, 1.0               , 0.7                ,  4,  0, 610,  6
          12,          0.15,    0.4, 1.0               , 0.7                ,  4,  0, 610,  6
          12,          0.2 ,    0.4, 1.0               , 0.7                ,  4,  0, 610,  6
          12,          0.25,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          12,          0.3 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          12,          0.35,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          12,          0.4 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          12,          0.45,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          12,          0.5 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          12,          0.55,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
          12,          0.6 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          12,          0.65,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          12,          0.7 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          12,          0.75,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          12,          0.8 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          12,          0.85,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          12,          0.9 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          12,          0.95,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          12,          1.0 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          13,          0.1 ,    0.5, 1.0               , 0.75               ,  5,  0, 610,  5
          13,          0.15,    0.2, 1.0               , 0.6                ,  2,  0, 610,  8
          13,          0.2 ,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          13,          0.25,    0.5, 1.0               , 0.75               ,  5,  0, 610,  5
          13,          0.3 ,    0.6, 1.0               , 0.8                ,  6,  0, 610,  4
          13,          0.35,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          13,          0.4 ,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          13,          0.45,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          13,          0.5 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          13,          0.55,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          13,          0.6 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          13,          0.65,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          13,          0.7 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          13,          0.75,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          13,          0.8 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          13,          0.85,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          13,          0.9 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          13,          0.95,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          13,          1.0 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          14,          0.1 ,    0.6, 1.0               , 0.8                ,  6,  0, 610,  4
          14,          0.15,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          14,          0.2 ,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          14,          0.25,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          14,          0.3 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          14,          0.35,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          14,          0.4 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          14,          0.45,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          14,          0.5 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          14,          0.55,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          14,          0.6 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          14,          0.65,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          14,          0.7 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          14,          0.75,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          14,          0.8 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          14,          0.85,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          14,          0.9 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          14,          0.95,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          14,          1.0 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          15,          0.1 ,    0.2, 1.0               , 0.6                ,  2,  0, 610,  8
          15,          0.15,    0.3, 1.0               , 0.65               ,  3,  0, 610,  7
          15,          0.2 ,    0.4, 1.0               , 0.7                ,  4,  0, 610,  6
          15,          0.25,    0.3, 1.0               , 0.65               ,  3,  0, 610,  7
          15,          0.3 ,    0.6, 1.0               , 0.8                ,  6,  0, 610,  4
          15,          0.35,    0.6, 0.9983606557377049, 0.7991803278688525 ,  6,  1, 609,  4
          15,          0.4 ,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          15,          0.45,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          15,          0.5 ,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          15,          0.55,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          15,          0.6 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          15,          0.65,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          15,          0.7 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          15,          0.75,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
          15,          0.8 ,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
          15,          0.85,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          15,          0.9 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          15,          0.95,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
          15,          1.0 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          16,          0.1 ,    0.6, 1.0               , 0.8                ,  6,  0, 610,  4
          16,          0.15,    0.6, 1.0               , 0.8                ,  6,  0, 610,  4
          16,          0.2 ,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          16,          0.25,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          16,          0.3 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          16,          0.35,    0.7, 0.9967213114754099, 0.8483606557377049 ,  7,  2, 608,  3
          16,          0.4 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          16,          0.45,    0.8, 0.9983606557377049, 0.8991803278688525 ,  8,  1, 609,  2
          16,          0.5 ,    0.8, 0.9983606557377049, 0.8991803278688525 ,  8,  1, 609,  2
          16,          0.55,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          16,          0.6 ,    0.8, 0.9983606557377049, 0.8991803278688525 ,  8,  1, 609,  2
          16,          0.65,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          16,          0.7 ,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
          16,          0.75,    0.9, 0.9983606557377049, 0.9491803278688524 ,  9,  1, 609,  1
          16,          0.8 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          16,          0.85,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          16,          0.9 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          16,          0.95,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          16,          1.0 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          17,          0.1 ,    0.3, 1.0               , 0.65               ,  3,  0, 610,  7
          17,          0.15,    0.3, 1.0               , 0.65               ,  3,  0, 610,  7
          17,          0.2 ,    0.6, 1.0               , 0.8                ,  6,  0, 610,  4
          17,          0.25,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          17,          0.3 ,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          17,          0.35,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          17,          0.4 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          17,          0.45,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          17,          0.5 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          17,          0.55,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          17,          0.6 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          17,          0.65,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          17,          0.7 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          17,          0.75,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          17,          0.8 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          17,          0.85,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          17,          0.9 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          17,          0.95,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          17,          1.0 ,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          18,          0.1 ,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          18,          0.15,    0.6, 1.0               , 0.8                ,  6,  0, 610,  4
          18,          0.2 ,    0.6, 1.0               , 0.8                ,  6,  0, 610,  4
          18,          0.25,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          18,          0.3 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          18,          0.35,    0.6, 0.9983606557377049, 0.7991803278688525 ,  6,  1, 609,  4
          18,          0.4 ,    0.7, 1.0               , 0.85               ,  7,  0, 610,  3
          18,          0.45,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          18,          0.5 ,    0.8, 1.0               , 0.9                ,  8,  0, 610,  2
          18,          0.55,    0.9, 1.0               , 0.95               ,  9,  0, 610,  1
          18,          0.6 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          18,          0.65,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          18,          0.7 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          18,          0.75,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          18,          0.8 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          18,          0.85,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          18,          0.9 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          18,          0.95,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          18,          1.0 ,    1.0, 1.0               , 1.0                , 10,  0, 610,  0
          19,          0.1 ,    0.5, 1.0               , 0.75               ,  5,  0, 610,  5
          19,          0.15,    0.6, 1.0               , 0.8                ,  6,  0, 610,  4
          19,          0.2 ,    0.6, 0.9983606557377049, 0.7991803278688525 ,  6,  1, 609,  4
          19,          0.25,    0.7, 0.9983606557377049, 0.8491803278688524 ,  7,  1, 609,  3
          19,          0.3 ,    0.7, 0.9983606557377049, 0.8491803278688524 ,  7,  1, 609,  3
