Time: 2026-04-29 20:10:08
Log Dir: logs/2026-04-29_20-10-08/GeFL_local
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/homo-iid-exp.yaml
  device: cuda:1
  seed: 15698
  algorithm: GeFL_local
  num_new_clients: 1
  num_train_mnist: 5
  num_train_emnist: 5
  num_train_fashionmnist: 0
  num_train_cifar10: 0
  num_train_cifar100: 0
  num_train_usps: 0
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-homogeneity
heterogeneous: false
dirichlet_alpha: 100
global_rounds: 40
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 1
gen_observer_weight: 1.0
index_matching: class_name
aggregate_method: dataset_name
use_new_entropy_method: true
entropy_ratio: 0.7
global_model_epochs: 15
global_model_optim: Adam
global_model_optim_lr: 0.001

================================================================================

==================================================
Start 40 rounds training by GeFL_local
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 0.9681 | G Loss: 2.2371 | D Loss: 0.3315
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 3 ---
Client 0 (MNIST) | Target Loss: 0.1322 | G Loss: 2.0116 | D Loss: 0.3433
Client 1 (MNIST) | Target Loss: 0.1563 | G Loss: 1.5946 | D Loss: 0.4305
Client 2 (MNIST) | Target Loss: 0.1336 | G Loss: 1.6089 | D Loss: 0.4146
Client 3 (MNIST) | Target Loss: 0.1479 | G Loss: 1.7239 | D Loss: 0.3930
Client 4 (MNIST) | Target Loss: 0.1455 | G Loss: 1.7817 | D Loss: 0.3809
Client 6 (EMNIST) | Target Loss: 0.5175 | G Loss: 5.3928 | D Loss: 0.0669
Client 7 (EMNIST) | Target Loss: 0.5048 | G Loss: 5.0442 | D Loss: 0.0964
Client 8 (EMNIST) | Target Loss: 0.5105 | G Loss: 5.9730 | D Loss: 0.0648
Client 9 (EMNIST) | Target Loss: 0.4986 | G Loss: 5.4449 | D Loss: 0.0662
Client 10 (EMNIST) | Target Loss: 0.5102 | G Loss: 5.4398 | D Loss: 0.0770
Round 3 | Client 0 | Model: (CNN) | Acc: 83.48%
Round 3 | Client 1 | Model: (CNN) | Acc: 83.76%
Round 3 | Client 2 | Model: (CNN) | Acc: 90.32%
Round 3 | Client 3 | Model: (CNN) | Acc: 84.97%
Round 3 | Client 4 | Model: (CNN) | Acc: 92.93%
Round 3 | Client 6 | Model: (CNN) | Acc: 83.46%
Round 3 | Client 7 | Model: (CNN) | Acc: 82.88%
Round 3 | Client 8 | Model: (CNN) | Acc: 81.33%
Round 3 | Client 9 | Model: (CNN) | Acc: 81.19%
Round 3 | Client 10 | Model: (CNN) | Acc: 82.21%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 4 ---
Client 0 (MNIST) | Target Loss: 0.1068 | G Loss: 2.8574 | D Loss: 0.2118
Client 1 (MNIST) | Target Loss: 0.1172 | G Loss: 2.3580 | D Loss: 0.2442
Client 2 (MNIST) | Target Loss: 0.1052 | G Loss: 2.3709 | D Loss: 0.2489
Client 3 (MNIST) | Target Loss: 0.1071 | G Loss: 2.6437 | D Loss: 0.2181
Client 4 (MNIST) | Target Loss: 0.1044 | G Loss: 2.5906 | D Loss: 0.2304
Client 6 (EMNIST) | Target Loss: 0.4796 | G Loss: 5.6135 | D Loss: 0.0780
Client 7 (EMNIST) | Target Loss: 0.4728 | G Loss: 5.6778 | D Loss: 0.0602
Client 8 (EMNIST) | Target Loss: 0.4749 | G Loss: 6.6015 | D Loss: 0.0496
Client 9 (EMNIST) | Target Loss: 0.4654 | G Loss: 5.8134 | D Loss: 0.0574
Client 10 (EMNIST) | Target Loss: 0.4763 | G Loss: 5.7885 | D Loss: 0.0597
Round 4 | Client 0 | Model: (CNN) | Acc: 92.97%
Round 4 | Client 1 | Model: (CNN) | Acc: 92.55%
Round 4 | Client 2 | Model: (CNN) | Acc: 73.46%
Round 4 | Client 3 | Model: (CNN) | Acc: 91.57%
Round 4 | Client 4 | Model: (CNN) | Acc: 95.08%
Round 4 | Client 6 | Model: (CNN) | Acc: 82.12%
Round 4 | Client 7 | Model: (CNN) | Acc: 82.68%
Round 4 | Client 8 | Model: (CNN) | Acc: 82.35%
Round 4 | Client 9 | Model: (CNN) | Acc: 83.85%
Round 4 | Client 10 | Model: (CNN) | Acc: 82.81%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 5 ---
Client 0 (MNIST) | Target Loss: 0.0943 | G Loss: 3.4943 | D Loss: 0.1385
Client 1 (MNIST) | Target Loss: 0.0998 | G Loss: 3.1303 | D Loss: 0.1617
Client 2 (MNIST) | Target Loss: 0.0855 | G Loss: 3.2203 | D Loss: 0.1564
Client 3 (MNIST) | Target Loss: 0.0915 | G Loss: 3.2924 | D Loss: 0.1557
Client 4 (MNIST) | Target Loss: 0.0835 | G Loss: 3.3528 | D Loss: 0.1368
Client 6 (EMNIST) | Target Loss: 0.4549 | G Loss: 5.9834 | D Loss: 0.0544
Client 7 (EMNIST) | Target Loss: 0.4494 | G Loss: 5.9900 | D Loss: 0.0520
Client 8 (EMNIST) | Target Loss: 0.4502 | G Loss: 6.7373 | D Loss: 0.0350
Client 9 (EMNIST) | Target Loss: 0.4428 | G Loss: 6.0001 | D Loss: 0.0446
Client 10 (EMNIST) | Target Loss: 0.4529 | G Loss: 6.1735 | D Loss: 0.0445
Round 5 | Client 0 | Model: (CNN) | Acc: 53.02%
Round 5 | Client 1 | Model: (CNN) | Acc: 87.68%
Round 5 | Client 2 | Model: (CNN) | Acc: 92.88%
Round 5 | Client 3 | Model: (CNN) | Acc: 95.28%
Round 5 | Client 4 | Model: (CNN) | Acc: 91.48%
Round 5 | Client 6 | Model: (CNN) | Acc: 83.40%
Round 5 | Client 7 | Model: (CNN) | Acc: 82.80%
Round 5 | Client 8 | Model: (CNN) | Acc: 83.12%
Round 5 | Client 9 | Model: (CNN) | Acc: 84.19%
Round 5 | Client 10 | Model: (CNN) | Acc: 84.05%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 6 ---
Client 0 (MNIST) | Target Loss: 0.0787 | G Loss: 4.1349 | D Loss: 0.0907
Client 1 (MNIST) | Target Loss: 0.0826 | G Loss: 3.8401 | D Loss: 0.1019
Client 2 (MNIST) | Target Loss: 0.0728 | G Loss: 3.5754 | D Loss: 0.1366
Client 3 (MNIST) | Target Loss: 0.0744 | G Loss: 3.9718 | D Loss: 0.1130
Client 4 (MNIST) | Target Loss: 0.0706 | G Loss: 4.0885 | D Loss: 0.1047
Client 6 (EMNIST) | Target Loss: 0.4349 | G Loss: 6.4053 | D Loss: 0.0398
Client 7 (EMNIST) | Target Loss: 0.4316 | G Loss: 5.8660 | D Loss: 0.0506
Client 8 (EMNIST) | Target Loss: 0.4331 | G Loss: 6.7289 | D Loss: 0.0401
Client 9 (EMNIST) | Target Loss: 0.4250 | G Loss: 6.1900 | D Loss: 0.0497
Client 10 (EMNIST) | Target Loss: 0.4362 | G Loss: 6.1232 | D Loss: 0.0406
Round 6 | Client 0 | Model: (CNN) | Acc: 94.55%
Round 6 | Client 1 | Model: (CNN) | Acc: 87.61%
Round 6 | Client 2 | Model: (CNN) | Acc: 90.26%
Round 6 | Client 3 | Model: (CNN) | Acc: 96.98%
Round 6 | Client 4 | Model: (CNN) | Acc: 96.00%
Round 6 | Client 6 | Model: (CNN) | Acc: 84.50%
Round 6 | Client 7 | Model: (CNN) | Acc: 84.12%
Round 6 | Client 8 | Model: (CNN) | Acc: 83.23%
Round 6 | Client 9 | Model: (CNN) | Acc: 84.33%
Round 6 | Client 10 | Model: (CNN) | Acc: 83.36%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 7 ---
Client 0 (MNIST) | Target Loss: 0.0595 | G Loss: 4.0965 | D Loss: 0.1227
Client 1 (MNIST) | Target Loss: 0.0725 | G Loss: 3.2582 | D Loss: 0.2253
Client 2 (MNIST) | Target Loss: 0.0632 | G Loss: 4.6978 | D Loss: 0.0204
Client 3 (MNIST) | Target Loss: 0.0642 | G Loss: 3.9285 | D Loss: 0.1219
Client 4 (MNIST) | Target Loss: 0.0621 | G Loss: 3.8887 | D Loss: 0.1346
Client 6 (EMNIST) | Target Loss: 0.4206 | G Loss: 6.1986 | D Loss: 0.0491
Client 7 (EMNIST) | Target Loss: 0.4193 | G Loss: 6.0178 | D Loss: 0.0438
Client 8 (EMNIST) | Target Loss: 0.4188 | G Loss: 7.2877 | D Loss: 0.0374
Client 9 (EMNIST) | Target Loss: 0.4120 | G Loss: 6.1421 | D Loss: 0.0475
Client 10 (EMNIST) | Target Loss: 0.4220 | G Loss: 6.3276 | D Loss: 0.0384
Round 7 | Client 0 | Model: (CNN) | Acc: 95.78%
Round 7 | Client 1 | Model: (CNN) | Acc: 85.69%
Round 7 | Client 2 | Model: (CNN) | Acc: 89.75%
Round 7 | Client 3 | Model: (CNN) | Acc: 94.40%
Round 7 | Client 4 | Model: (CNN) | Acc: 92.00%
Round 7 | Client 6 | Model: (CNN) | Acc: 84.76%
Round 7 | Client 7 | Model: (CNN) | Acc: 84.50%
Round 7 | Client 8 | Model: (CNN) | Acc: 84.11%
Round 7 | Client 9 | Model: (CNN) | Acc: 84.97%
Round 7 | Client 10 | Model: (CNN) | Acc: 82.85%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 8 ---
Client 0 (MNIST) | Target Loss: 0.0510 | G Loss: 4.3385 | D Loss: 0.1272
Client 1 (MNIST) | Target Loss: 0.0552 | G Loss: 5.0574 | D Loss: 0.0127
Client 2 (MNIST) | Target Loss: 0.0544 | G Loss: 3.6944 | D Loss: 0.2151
Client 3 (MNIST) | Target Loss: 0.0553 | G Loss: 3.6122 | D Loss: 0.1809
Client 4 (MNIST) | Target Loss: 0.0475 | G Loss: 4.7751 | D Loss: 0.0436
Client 6 (EMNIST) | Target Loss: 0.4071 | G Loss: 6.4976 | D Loss: 0.0395
Client 7 (EMNIST) | Target Loss: 0.4067 | G Loss: 6.2609 | D Loss: 0.0448
Client 8 (EMNIST) | Target Loss: 0.4075 | G Loss: 7.2977 | D Loss: 0.0327
Client 9 (EMNIST) | Target Loss: 0.4011 | G Loss: 6.2893 | D Loss: 0.0399
Client 10 (EMNIST) | Target Loss: 0.4092 | G Loss: 6.4530 | D Loss: 0.0339
Round 8 | Client 0 | Model: (CNN) | Acc: 71.82%
Round 8 | Client 1 | Model: (CNN) | Acc: 85.43%
Round 8 | Client 2 | Model: (CNN) | Acc: 94.42%
Round 8 | Client 3 | Model: (CNN) | Acc: 85.60%
Round 8 | Client 4 | Model: (CNN) | Acc: 86.27%
Round 8 | Client 6 | Model: (CNN) | Acc: 84.50%
Round 8 | Client 7 | Model: (CNN) | Acc: 84.23%
Round 8 | Client 8 | Model: (CNN) | Acc: 84.34%
Round 8 | Client 9 | Model: (CNN) | Acc: 85.07%
Round 8 | Client 10 | Model: (CNN) | Acc: 84.66%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 9 ---
Client 0 (MNIST) | Target Loss: 0.0503 | G Loss: 4.6877 | D Loss: 0.0810
Client 1 (MNIST) | Target Loss: 0.0514 | G Loss: 3.8423 | D Loss: 0.1709
Client 2 (MNIST) | Target Loss: 0.0466 | G Loss: 4.5475 | D Loss: 0.0938
Client 3 (MNIST) | Target Loss: 0.0437 | G Loss: 4.7035 | D Loss: 0.0807
Client 4 (MNIST) | Target Loss: 0.0408 | G Loss: 3.7897 | D Loss: 0.1720
Client 6 (EMNIST) | Target Loss: 0.4000 | G Loss: 6.7516 | D Loss: 0.0348
Client 7 (EMNIST) | Target Loss: 0.3965 | G Loss: 6.7006 | D Loss: 0.0278
Client 8 (EMNIST) | Target Loss: 0.3970 | G Loss: 7.1517 | D Loss: 0.0245
Client 9 (EMNIST) | Target Loss: 0.3903 | G Loss: 6.6228 | D Loss: 0.0371
Client 10 (EMNIST) | Target Loss: 0.3996 | G Loss: 6.8043 | D Loss: 0.0283
Round 9 | Client 0 | Model: (CNN) | Acc: 94.79%
Round 9 | Client 1 | Model: (CNN) | Acc: 91.01%
Round 9 | Client 2 | Model: (CNN) | Acc: 93.45%
Round 9 | Client 3 | Model: (CNN) | Acc: 91.32%
Round 9 | Client 4 | Model: (CNN) | Acc: 72.13%
Round 9 | Client 6 | Model: (CNN) | Acc: 85.42%
Round 9 | Client 7 | Model: (CNN) | Acc: 84.68%
Round 9 | Client 8 | Model: (CNN) | Acc: 83.50%
Round 9 | Client 9 | Model: (CNN) | Acc: 84.46%
Round 9 | Client 10 | Model: (CNN) | Acc: 84.10%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 10 ---
Client 0 (MNIST) | Target Loss: 0.0411 | G Loss: 4.8520 | D Loss: 0.0793
Client 1 (MNIST) | Target Loss: 0.0485 | G Loss: 4.5722 | D Loss: 0.0911
Client 2 (MNIST) | Target Loss: 0.0416 | G Loss: 4.5556 | D Loss: 0.1076
Client 3 (MNIST) | Target Loss: 0.0431 | G Loss: 4.5674 | D Loss: 0.1096
Client 4 (MNIST) | Target Loss: 0.0349 | G Loss: 4.7931 | D Loss: 0.0796
Client 6 (EMNIST) | Target Loss: 0.3896 | G Loss: 6.8551 | D Loss: 0.0285
Client 7 (EMNIST) | Target Loss: 0.3888 | G Loss: 6.5619 | D Loss: 0.0424
Client 8 (EMNIST) | Target Loss: 0.3885 | G Loss: 7.5033 | D Loss: 0.0241
Client 9 (EMNIST) | Target Loss: 0.3831 | G Loss: 7.2040 | D Loss: 0.0230
Client 10 (EMNIST) | Target Loss: 0.3912 | G Loss: 6.6485 | D Loss: 0.0304
Round 10 | Client 0 | Model: (CNN) | Acc: 90.51%
Round 10 | Client 1 | Model: (CNN) | Acc: 90.05%
Round 10 | Client 2 | Model: (CNN) | Acc: 94.87%
Round 10 | Client 3 | Model: (CNN) | Acc: 96.92%
Round 10 | Client 4 | Model: (CNN) | Acc: 79.32%
Round 10 | Client 6 | Model: (CNN) | Acc: 84.76%
Round 10 | Client 7 | Model: (CNN) | Acc: 84.68%
Round 10 | Client 8 | Model: (CNN) | Acc: 84.15%
Round 10 | Client 9 | Model: (CNN) | Acc: 84.18%
Round 10 | Client 10 | Model: (CNN) | Acc: 85.23%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 11 ---
Client 0 (MNIST) | Target Loss: 0.0299 | G Loss: 4.5647 | D Loss: 0.1101
Client 1 (MNIST) | Target Loss: 0.0407 | G Loss: 4.2336 | D Loss: 0.1398
Client 2 (MNIST) | Target Loss: 0.0339 | G Loss: 5.7495 | D Loss: 0.0083
Client 3 (MNIST) | Target Loss: 0.0343 | G Loss: 4.3377 | D Loss: 0.0795
Client 4 (MNIST) | Target Loss: 0.0341 | G Loss: 3.9750 | D Loss: 0.1061
Client 6 (EMNIST) | Target Loss: 0.3835 | G Loss: 6.9365 | D Loss: 0.0311
Client 7 (EMNIST) | Target Loss: 0.3818 | G Loss: 6.8301 | D Loss: 0.0260
Client 8 (EMNIST) | Target Loss: 0.3801 | G Loss: 6.9786 | D Loss: 0.0276
Client 9 (EMNIST) | Target Loss: 0.3735 | G Loss: 6.8792 | D Loss: 0.0285
Client 10 (EMNIST) | Target Loss: 0.3840 | G Loss: 6.9384 | D Loss: 0.0279
Round 11 | Client 0 | Model: (CNN) | Acc: 94.96%
Round 11 | Client 1 | Model: (CNN) | Acc: 81.39%
Round 11 | Client 2 | Model: (CNN) | Acc: 69.08%
Round 11 | Client 3 | Model: (CNN) | Acc: 92.20%
Round 11 | Client 4 | Model: (CNN) | Acc: 95.89%
Round 11 | Client 6 | Model: (CNN) | Acc: 84.44%
Round 11 | Client 7 | Model: (CNN) | Acc: 84.89%
Round 11 | Client 8 | Model: (CNN) | Acc: 85.48%
Round 11 | Client 9 | Model: (CNN) | Acc: 85.64%
Round 11 | Client 10 | Model: (CNN) | Acc: 85.23%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 12 ---
Client 0 (MNIST) | Target Loss: 0.0375 | G Loss: 5.9237 | D Loss: 0.0277
Client 1 (MNIST) | Target Loss: 0.0364 | G Loss: 5.1712 | D Loss: 0.0448
Client 2 (MNIST) | Target Loss: 0.0286 | G Loss: 5.5547 | D Loss: 0.0988
Client 3 (MNIST) | Target Loss: 0.0367 | G Loss: 5.7061 | D Loss: 0.0562
Client 4 (MNIST) | Target Loss: 0.0486 | G Loss: 5.9844 | D Loss: 0.0054
Client 6 (EMNIST) | Target Loss: 0.3767 | G Loss: 7.0396 | D Loss: 0.0269
Client 7 (EMNIST) | Target Loss: 0.3736 | G Loss: 6.9705 | D Loss: 0.0304
Client 8 (EMNIST) | Target Loss: 0.3746 | G Loss: 7.7793 | D Loss: 0.0197
Client 9 (EMNIST) | Target Loss: 0.3676 | G Loss: 6.9084 | D Loss: 0.0351
Client 10 (EMNIST) | Target Loss: 0.3762 | G Loss: 7.2105 | D Loss: 0.0252
Round 12 | Client 0 | Model: (CNN) | Acc: 88.93%
Round 12 | Client 1 | Model: (CNN) | Acc: 93.84%
Round 12 | Client 2 | Model: (CNN) | Acc: 91.40%
Round 12 | Client 3 | Model: (CNN) | Acc: 90.44%
Round 12 | Client 4 | Model: (CNN) | Acc: 96.41%
Round 12 | Client 6 | Model: (CNN) | Acc: 85.02%
Round 12 | Client 7 | Model: (CNN) | Acc: 85.15%
Round 12 | Client 8 | Model: (CNN) | Acc: 84.68%
Round 12 | Client 9 | Model: (CNN) | Acc: 85.69%
Round 12 | Client 10 | Model: (CNN) | Acc: 85.17%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 13 ---
Client 0 (MNIST) | Target Loss: 0.0408 | G Loss: 4.1201 | D Loss: 0.1270
Client 1 (MNIST) | Target Loss: 0.0328 | G Loss: 6.3748 | D Loss: 0.0039
Client 2 (MNIST) | Target Loss: 0.0249 | G Loss: 4.6055 | D Loss: 0.0813
Client 3 (MNIST) | Target Loss: 0.0352 | G Loss: 4.1155 | D Loss: 0.1501
Client 4 (MNIST) | Target Loss: 0.0321 | G Loss: 4.3551 | D Loss: 0.1035
Client 6 (EMNIST) | Target Loss: 0.3700 | G Loss: 6.9420 | D Loss: 0.0276
Client 7 (EMNIST) | Target Loss: 0.3687 | G Loss: 7.1986 | D Loss: 0.0226
Client 8 (EMNIST) | Target Loss: 0.3665 | G Loss: 7.3506 | D Loss: 0.0245
Client 9 (EMNIST) | Target Loss: 0.3614 | G Loss: 7.0680 | D Loss: 0.0254
Client 10 (EMNIST) | Target Loss: 0.3706 | G Loss: 7.4266 | D Loss: 0.0245
Round 13 | Client 0 | Model: (CNN) | Acc: 86.88%
Round 13 | Client 1 | Model: (CNN) | Acc: 96.21%
Round 13 | Client 2 | Model: (CNN) | Acc: 91.57%
Round 13 | Client 3 | Model: (CNN) | Acc: 97.61%
Round 13 | Client 4 | Model: (CNN) | Acc: 96.76%
Round 13 | Client 6 | Model: (CNN) | Acc: 85.85%
Round 13 | Client 7 | Model: (CNN) | Acc: 84.59%
Round 13 | Client 8 | Model: (CNN) | Acc: 85.54%
Round 13 | Client 9 | Model: (CNN) | Acc: 85.69%
Round 13 | Client 10 | Model: (CNN) | Acc: 85.72%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 14 ---
Client 0 (MNIST) | Target Loss: 0.0230 | G Loss: 5.5964 | D Loss: 0.0300
Client 1 (MNIST) | Target Loss: 0.0285 | G Loss: 5.1246 | D Loss: 0.1210
Client 2 (MNIST) | Target Loss: 0.0368 | G Loss: 5.2919 | D Loss: 0.0630
Client 3 (MNIST) | Target Loss: 0.0257 | G Loss: 6.1971 | D Loss: 0.0047
Client 4 (MNIST) | Target Loss: 0.0266 | G Loss: 6.1117 | D Loss: 0.0574
Client 6 (EMNIST) | Target Loss: 0.3631 | G Loss: 7.4231 | D Loss: 0.0237
Client 7 (EMNIST) | Target Loss: 0.3629 | G Loss: 7.2311 | D Loss: 0.0247
Client 8 (EMNIST) | Target Loss: 0.3620 | G Loss: 7.6243 | D Loss: 0.0179
Client 9 (EMNIST) | Target Loss: 0.3552 | G Loss: 6.9218 | D Loss: 0.0294
Client 10 (EMNIST) | Target Loss: 0.3655 | G Loss: 7.2891 | D Loss: 0.0269
Round 14 | Client 0 | Model: (CNN) | Acc: 96.66%
Round 14 | Client 1 | Model: (CNN) | Acc: 94.09%
Round 14 | Client 2 | Model: (CNN) | Acc: 96.30%
Round 14 | Client 3 | Model: (CNN) | Acc: 84.59%
Round 14 | Client 4 | Model: (CNN) | Acc: 97.33%
Round 14 | Client 6 | Model: (CNN) | Acc: 85.30%
Round 14 | Client 7 | Model: (CNN) | Acc: 85.33%
Round 14 | Client 8 | Model: (CNN) | Acc: 85.92%
Round 14 | Client 9 | Model: (CNN) | Acc: 85.89%
Round 14 | Client 10 | Model: (CNN) | Acc: 85.66%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
--- Round 15 ---
Client 0 (MNIST) | Target Loss: 0.0175 | G Loss: 5.4663 | D Loss: 0.0851
Client 1 (MNIST) | Target Loss: 0.0232 | G Loss: 3.8016 | D Loss: 0.1333
Client 2 (MNIST) | Target Loss: 0.0219 | G Loss: 5.1770 | D Loss: 0.0613
Client 3 (MNIST) | Target Loss: 0.0257 | G Loss: 4.5432 | D Loss: 0.0940
Client 4 (MNIST) | Target Loss: 0.0172 | G Loss: 3.5015 | D Loss: 0.1716
Client 6 (EMNIST) | Target Loss: 0.3585 | G Loss: 7.2405 | D Loss: 0.0222
Client 7 (EMNIST) | Target Loss: 0.3579 | G Loss: 7.2983 | D Loss: 0.0264
Client 8 (EMNIST) | Target Loss: 0.3570 | G Loss: 8.0077 | D Loss: 0.0173
Client 9 (EMNIST) | Target Loss: 0.3486 | G Loss: 7.2093 | D Loss: 0.0284
Client 10 (EMNIST) | Target Loss: 0.3595 | G Loss: 7.1792 | D Loss: 0.0289
Round 15 | Client 0 | Model: (CNN) | Acc: 96.19%
Round 15 | Client 1 | Model: (CNN) | Acc: 77.41%
Round 15 | Client 2 | Model: (CNN) | Acc: 95.79%
Round 15 | Client 3 | Model: (CNN) | Acc: 97.17%
Round 15 | Client 4 | Model: (CNN) | Acc: 98.09%
Round 15 | Client 6 | Model: (CNN) | Acc: 85.12%
Round 15 | Client 7 | Model: (CNN) | Acc: 84.85%
