
##################################################
Entropy Ratio = 0.1
##################################################

==================================================
Label Mapping Summary:
Global ID = 0  | from: client_0: '2', client_1: '6', client_12: '6', client_14: '6', client_16: '8', client_2: '9', client_22: 'airplane', client_23: 'automobile', client_24: 'airplane', client_25: 'bird', client_26: 'airplane', client_27: 'truck', client_28: 'deer', client_29: 'ship', client_3: '6', client_30: 'airplane', client_31: 'ship', client_4: '6', client_5: '9', client_7: '6', client_8: '6', client_9: '6'
Global ID = 24 | from: client_12: 'j', client_16: 'J', client_18: 'j', client_19: 'J'
Global ID = 25 | from: client_12: 'w', client_18: 'w'
Global ID = 26 | from: client_13: 'V', client_14: 'V', client_15: 'y', client_19: 'v', client_20: 'v'
Global ID = 27 | from: client_13: 'H', client_15: 'H', client_19: 'H'
Global ID = 28 | from: client_13: 'X', client_15: 'X', client_17: 'x'
Global ID = 29 | from: client_11: 'm', client_13: 'm', client_14: 'M', client_15: 'M', client_16: 'R', client_18: 'r', client_20: 'M'
Global ID = 30 | from: client_13: 'p', client_17: 'P', client_18: 'p', client_19: 'p', client_20: 'p'
Global ID = 31 | from: client_13: 'F', client_16: 'f', client_18: 'f'
Global ID = 34 | from: client_14: 'D', client_18: 'd'
Global ID = 35 | from: client_14: 'Y', client_15: 'Y', client_16: 'Y', client_18: 'y', client_19: 'y'
Global ID = 37 | from: client_15: '4', client_16: 'a', client_17: '4', client_18: '4', client_4: '4', client_6: '4', client_7: '4', client_8: '4'
Global ID = 38 | from: client_17: 'h', client_18: 'h'
Global ID = 39 | from: client_22: 'ship'
Global ID = 40 | from: client_22: 'truck'
Global ID = 41 | from: client_26: 'dog'
Global ID = 42 | from: client_26: 'frog'
Global ID = 43 | from: client_27: 'bird'
Global ID = 44 | from: client_27: 'cat'
Global ID = 45 | from: client_27: 'frog'
Global ID = 46 | from: client_27: 'horse'
Global ID = 47 | from: client_28: 'dog'
Global ID = 48 | from: client_28: 'horse'
Global ID = 49 | from: client_29: 'cat'
Global ID = 50 | from: client_29: 'frog'
Global ID = 51 | from: client_30: 'cat'
Global ID = 52 | from: client_30: 'horse'
Global ID = 53 | from: client_31: 'horse'
Global ID = 54 | from: client_11: 'A'
Global ID = 55 | from: client_11: 'D'
Global ID = 56 | from: client_11: 'R'
Global ID = 57 | from: client_11: 'x'
Global ID = 58 | from: client_11: 'z'
Global ID = 59 | from: client_12: 'l'
Global ID = 60 | from: client_12: 'u'
Global ID = 61 | from: client_13: 'G'
Global ID = 62 | from: client_13: 'f'
Global ID = 63 | from: client_13: 'u'
Global ID = 64 | from: client_14: 'Q'
Global ID = 65 | from: client_14: 'm'
Global ID = 66 | from: client_15: 'A'
Global ID = 67 | from: client_15: 'G'
Global ID = 68 | from: client_15: 'd'
Global ID = 69 | from: client_15: 'w'
Global ID = 70 | from: client_16: 'D'
Global ID = 71 | from: client_16: 'K'
Global ID = 72 | from: client_16: 'O'
Global ID = 73 | from: client_16: 'T'
Global ID = 74 | from: client_16: 'i'
Global ID = 75 | from: client_16: 'q'
Global ID = 76 | from: client_16: 'r'
Global ID = 77 | from: client_16: 's'
Global ID = 78 | from: client_17: 'G'
Global ID = 79 | from: client_17: 'Q'
Global ID = 80 | from: client_18: 'K'
Global ID = 81 | from: client_18: 'k'
Global ID = 82 | from: client_19: 'Z'
Global ID = 83 | from: client_19: 'z'
Global ID = 84 | from: client_20: 'R'
Global ID = 85 | from: client_20: 'T'
Global ID = 86 | from: client_20: 'X'
Global ID = 87 | from: client_20: 'x'
==================================================


##################################################
Entropy Ratio = 0.2
##################################################

==================================================
Label Mapping Summary:
Global ID = 2  | from: client_26: 'dog', client_29: 'cat'
Global ID = 6  | from: client_11: '0', client_12: '0', client_13: 'D', client_14: '0', client_15: 'Q', client_16: 'O', client_19: 'O', client_20: 'o', client_26: 'frog', client_27: 'frog', client_29: 'frog', client_31: 'frog', client_8: '0'
Global ID = 7  | from: client_11: '3', client_12: '3', client_13: 's', client_16: 's', client_17: 'B', client_18: '3', client_2: '3', client_20: '3', client_4: '3', client_7: '3'
Global ID = 8  | from: client_0: '2', client_1: '6', client_11: '9', client_12: 'q', client_13: 'q', client_14: '8', client_15: 'a', client_16: '8', client_17: '9', client_18: 'g', client_19: 'g', client_2: '9', client_20: 'q', client_22: 'airplane', client_23: 'automobile', client_24: 'airplane', client_25: 'bird', client_26: 'airplane', client_27: 'cat', client_28: 'dog', client_29: 'ship', client_3: '6', client_30: 'airplane', client_31: 'ship', client_5: '9', client_9: '9'
Global ID = 9  | from: client_11: 'E', client_12: 'F', client_13: 'E', client_14: 'E', client_15: 'F', client_16: 'e', client_17: 'P', client_18: 'E', client_19: '5', client_23: 'cat', client_25: 'dog', client_26: 'deer', client_27: 'bird', client_28: 'deer', client_4: '8'
Global ID = 10 | from: client_1: '5', client_11: 'S', client_12: '5', client_15: 'S', client_16: 'S', client_17: 'S', client_4: '5', client_6: '5', client_9: '5'
Global ID = 11 | from: client_11: 'U', client_12: 'U', client_13: 'U', client_18: 'U', client_19: 'v'
Global ID = 12 | from: client_11: 'm', client_12: 'N', client_13: 'm', client_14: 'M', client_15: 'M', client_16: 'w', client_17: 'w', client_19: 'n', client_20: 'M'
Global ID = 13 | from: client_11: 'I', client_12: 'i', client_13: 'i', client_14: 'I', client_15: '1', client_16: 'V', client_18: '1', client_19: 'i', client_3: '1', client_5: '1', client_8: '1'
Global ID = 14 | from: client_11: 'n', client_13: 'n'
Global ID = 15 | from: client_11: 'x', client_13: 'X', client_14: 'Y', client_15: 'Y', client_16: 'Y', client_17: 'x', client_18: 'y', client_19: 'y', client_20: 'X'
Global ID = 16 | from: client_11: 'D', client_14: 'D', client_15: 'd', client_18: 'd'
Global ID = 18 | from: client_11: 'B', client_12: 'B', client_15: 'B', client_18: 'B', client_20: 'A'
Global ID = 19 | from: client_11: 'k', client_15: 'X', client_16: 'k', client_17: 'k', client_18: 'k', client_20: 'K'
Global ID = 20 | from: client_11: 'z', client_12: 'Z', client_15: 'z', client_16: 'Z', client_17: '2', client_19: '2', client_20: '2', client_5: '2', client_8: '2'
Global ID = 21 | from: client_11: 'R', client_14: 'm', client_16: 'R', client_18: 'r', client_20: 'R'
Global ID = 22 | from: client_12: '6', client_13: 'G', client_14: '6', client_15: 'G', client_17: 'G', client_18: 'b', client_4: '6', client_7: '6', client_8: '6', client_9: '6'
Global ID = 23 | from: client_12: 'C', client_14: 'c', client_15: 'C', client_16: 'C', client_17: 'C', client_18: 'e', client_20: 't'
Global ID = 24 | from: client_12: 'W', client_14: 'W', client_18: 'w'
Global ID = 25 | from: client_12: 'w', client_15: 'w'
Global ID = 29 | from: client_13: 'V', client_14: 'V', client_15: 'y', client_20: 'v'
Global ID = 30 | from: client_12: 'b', client_13: 'H', client_15: 'H', client_17: 'h', client_18: 'h', client_19: 'H'
Global ID = 31 | from: client_13: 'f', client_16: 'f'
Global ID = 32 | from: client_11: 'T', client_12: 'T', client_13: 'F', client_14: 'T', client_15: 't', client_16: '7', client_17: '7', client_18: 'f', client_19: 't', client_20: 'T', client_6: '7', client_7: '7', client_8: '7'
Global ID = 33 | from: client_13: 'p', client_18: 'p', client_19: 'p', client_20: 'p'
Global ID = 34 | from: client_13: 'L', client_19: 'L', client_20: 'L'
Global ID = 35 | from: client_14: 'Q', client_17: 'Q'
Global ID = 36 | from: client_12: 'u', client_15: '4', client_16: 'a', client_17: '4', client_18: '4', client_4: '4', client_6: '4', client_7: '4', client_8: '4'
Global ID = 37 | from: client_12: 'j', client_15: '5', client_16: 'J', client_18: 'j', client_19: 'J'
Global ID = 38 | from: client_15: 'I', client_16: 'l'
Global ID = 39 | from: client_22: 'ship'
Global ID = 40 | from: client_22: 'truck'
Global ID = 41 | from: client_27: 'deer'
Global ID = 42 | from: client_27: 'horse'
Global ID = 43 | from: client_27: 'truck'
Global ID = 44 | from: client_28: 'horse'
Global ID = 45 | from: client_30: 'cat'
Global ID = 46 | from: client_30: 'horse'
Global ID = 47 | from: client_31: 'horse'
Global ID = 48 | from: client_11: 'A'
Global ID = 49 | from: client_11: 'i'
Global ID = 50 | from: client_12: 'c'
Global ID = 51 | from: client_12: 'l'
Global ID = 52 | from: client_13: 'u'
Global ID = 53 | from: client_15: 'A'
Global ID = 54 | from: client_15: 'N'
Global ID = 55 | from: client_16: '0'
Global ID = 56 | from: client_16: '9'
Global ID = 57 | from: client_16: 'D'
Global ID = 58 | from: client_16: 'K'
Global ID = 59 | from: client_16: 'T'
Global ID = 60 | from: client_16: 'i'
Global ID = 61 | from: client_16: 'q'
Global ID = 62 | from: client_16: 'r'
Global ID = 63 | from: client_17: 'g'
Global ID = 64 | from: client_18: 'K'
Global ID = 65 | from: client_19: 'Z'
Global ID = 66 | from: client_19: 'z'
Global ID = 67 | from: client_20: 'x'
==================================================


##################################################
Entropy Ratio = 0.3
##################################################

==================================================
Label Mapping Summary:
Global ID = 4  | from: client_12: '6', client_13: 'G', client_14: '6', client_15: 'G', client_16: 'O', client_17: 'G', client_18: 'b', client_26: 'deer', client_27: 'deer', client_28: 'deer', client_29: 'frog', client_4: '6', client_7: '6', client_8: '6', client_9: '6'
Global ID = 5  | from: client_0: '2', client_1: '6', client_11: '9', client_12: 'w', client_13: 'q', client_15: 'w', client_16: '8', client_17: '9', client_18: 'g', client_19: 'g', client_2: '9', client_20: 'q', client_22: 'airplane', client_23: 'automobile', client_24: 'airplane', client_25: 'bird', client_26: 'airplane', client_27: 'horse', client_28: 'horse', client_29: 'ship', client_3: '6', client_30: 'airplane', client_31: 'ship', client_5: '9', client_7: '3', client_9: '9'
Global ID = 6  | from: client_11: '0', client_12: '0', client_13: 'D', client_14: '0', client_15: 'a', client_18: 'U', client_19: 'O', client_20: 'o', client_5: '2', client_8: '0'
Global ID = 7  | from: client_11: '3', client_12: '3', client_13: 's', client_14: '8', client_16: 's', client_17: 'B', client_18: '3', client_2: '3', client_20: '3', client_4: '3'
Global ID = 8  | from: client_11: 'B', client_12: 'B', client_15: 'B', client_18: 'B', client_20: 'A'
Global ID = 9  | from: client_11: 'E', client_12: 'F', client_13: 'E', client_14: 'E', client_15: 'F', client_16: 'e', client_17: 'g', client_18: 'E', client_19: '5', client_22: 'truck', client_23: 'cat', client_25: 'dog', client_26: 'dog', client_27: 'cat', client_28: 'dog', client_29: 'cat', client_30: 'cat', client_31: 'horse', client_4: '8'
Global ID = 10 | from: client_1: '5', client_11: 'S', client_12: '5', client_15: 'S', client_16: 'S', client_17: 'S', client_4: '5', client_6: '5', client_9: '5'
Global ID = 11 | from: client_11: 'T', client_12: 'T', client_14: 'T', client_15: 't', client_16: '7', client_17: '7', client_19: 't', client_20: 'T', client_6: '7', client_7: '7'
Global ID = 12 | from: client_11: 'U', client_12: 'U', client_13: 'U', client_14: 'V', client_16: '0', client_17: '4', client_19: 'v', client_8: '4'
Global ID = 13 | from: client_11: 'm', client_12: 'N', client_13: 'm', client_14: 'M', client_15: 'M', client_17: 'w', client_19: 'n', client_20: 'M', client_26: 'frog', client_27: 'frog', client_31: 'frog'
Global ID = 14 | from: client_11: 'A', client_13: 'p', client_15: 'A', client_18: 'p', client_19: 'p', client_20: 'p'
Global ID = 15 | from: client_11: 'I', client_12: 'i', client_13: 'i', client_14: 'I', client_15: '1', client_16: 'V', client_18: '1', client_19: 'i', client_3: '1', client_5: '1', client_8: '1'
Global ID = 16 | from: client_11: 'n', client_12: 'q', client_13: 'n', client_15: '4', client_16: 'a', client_18: '4', client_4: '4', client_7: '4', client_8: '7'
Global ID = 17 | from: client_11: 'x', client_13: 'X', client_14: 'Y', client_15: 'Y', client_16: 'Y', client_17: 'x', client_18: 'y', client_19: 'y', client_20: 'x', client_6: '4'
Global ID = 18 | from: client_11: 'D', client_14: 'D', client_15: 'd', client_16: 'D', client_18: 'd'
Global ID = 19 | from: client_11: 'k', client_15: 'X', client_16: 'K', client_17: 'k', client_18: 'k', client_20: 'K'
Global ID = 20 | from: client_11: 'z', client_12: 'Z', client_15: 'z', client_16: 'Z', client_17: '2', client_19: '2', client_20: '2', client_8: '2'
Global ID = 21 | from: client_11: 'R', client_14: 'm', client_15: 'y', client_16: 'R', client_17: 'P', client_18: 'r', client_20: 'R'
Global ID = 22 | from: client_12: 'C', client_14: 'c', client_15: 'C', client_16: 'C', client_17: 'C', client_18: 'e', client_20: 't'
Global ID = 23 | from: client_12: 'W', client_13: 'V', client_14: 'W', client_15: 'N', client_16: 'w', client_18: 'w', client_20: 'v'
Global ID = 24 | from: client_12: 'j', client_15: '5', client_16: 'J', client_18: 'j', client_19: 'J'
Global ID = 26 | from: client_12: 'b', client_13: 'H', client_15: 'H', client_17: 'h', client_18: 'h', client_19: 'H'
Global ID = 27 | from: client_13: 'F', client_16: 'f', client_18: 'f'
Global ID = 28 | from: client_13: 'L', client_19: 'L', client_20: 'L'
Global ID = 30 | from: client_14: 'Q', client_15: 'Q', client_17: 'Q'
Global ID = 31 | from: client_15: 'I', client_16: 'l'
Global ID = 32 | from: client_22: 'ship'
Global ID = 33 | from: client_27: 'bird'
Global ID = 34 | from: client_27: 'truck'
Global ID = 35 | from: client_30: 'horse'
Global ID = 36 | from: client_11: 'i'
Global ID = 37 | from: client_12: 'c'
Global ID = 38 | from: client_12: 'l'
Global ID = 39 | from: client_12: 'u'
Global ID = 40 | from: client_13: 'f'
Global ID = 41 | from: client_13: 'u'
Global ID = 42 | from: client_16: '9'
Global ID = 43 | from: client_16: 'T'
Global ID = 44 | from: client_16: 'i'
Global ID = 45 | from: client_16: 'k'
Global ID = 46 | from: client_16: 'q'
Global ID = 47 | from: client_16: 'r'
Global ID = 48 | from: client_18: 'K'
Global ID = 49 | from: client_19: 'Z'
Global ID = 50 | from: client_19: 'z'
Global ID = 51 | from: client_20: 'X'
==================================================


##################################################
Entropy Ratio = 0.4
##################################################

==================================================
Label Mapping Summary:
Global ID = 0  | from: client_0: '2', client_1: '6', client_11: 'T', client_12: 'q', client_13: 'q', client_14: 'M', client_15: 't', client_16: '8', client_17: '7', client_19: 't', client_2: '9', client_20: 'T', client_22: 'airplane', client_23: 'automobile', client_24: 'airplane', client_25: 'bird', client_26: 'airplane', client_27: 'deer', client_28: 'deer', client_29: 'ship', client_3: '6', client_30: 'airplane', client_31: 'ship', client_5: '9', client_6: '7', client_7: '3', client_9: '5'
Global ID = 1  | from: client_12: 'u', client_13: 'V', client_14: 'V', client_15: 'y', client_22: 'truck', client_23: 'cat', client_25: 'dog', client_26: 'dog', client_27: 'truck', client_28: 'dog', client_29: 'cat', client_30: 'cat', client_31: 'horse', client_4: '8'
Global ID = 3  | from: client_11: '9', client_12: '6', client_13: 'E', client_14: 'Q', client_15: '4', client_16: 'O', client_17: '9', client_18: 'g', client_19: 'g', client_20: 'q', client_22: 'ship', client_26: 'deer', client_27: 'frog', client_28: 'horse', client_29: 'frog', client_3: '1', client_4: '6', client_6: '5', client_7: '6', client_9: '9'
Global ID = 4  | from: client_12: 'w', client_15: 'w', client_26: 'frog', client_27: 'horse', client_30: 'horse', client_31: 'frog'
Global ID = 5  | from: client_11: '0', client_12: '0', client_13: 'D', client_14: '0', client_15: 'C', client_16: 'C', client_18: 'U', client_19: 'O', client_20: 'o', client_8: '0'
Global ID = 6  | from: client_11: '3', client_12: '3', client_13: 's', client_14: '8', client_16: 'a', client_17: 'B', client_18: '3', client_2: '3', client_20: '3', client_4: '3'
Global ID = 7  | from: client_11: 'B', client_12: 'B', client_15: 'B', client_18: 'B'
Global ID = 8  | from: client_11: 'E', client_12: 'F', client_13: 'F', client_14: 'E', client_15: 'F', client_16: 'e', client_17: 'g', client_18: 'E', client_19: '5', client_20: 'p', client_7: '4'
Global ID = 9  | from: client_11: 'I', client_12: 'l', client_13: 'i', client_14: 'I', client_15: '1', client_16: 'r', client_18: '1', client_19: 'i', client_5: '1', client_8: '1'
Global ID = 10 | from: client_1: '5', client_11: 'S', client_12: '5', client_15: 'S', client_16: 'S', client_17: 'S', client_4: '5'
Global ID = 11 | from: client_11: 'U', client_12: 'U', client_13: 'U', client_14: '6', client_15: 'Q', client_16: '0', client_17: '4', client_19: 'v', client_20: 'v', client_4: '4', client_9: '6'
Global ID = 12 | from: client_11: 'm', client_12: 'N', client_13: 'm', client_14: 'W', client_15: 'M', client_17: 'w', client_18: 'w', client_19: 'n', client_20: 'M'
Global ID = 13 | from: client_11: 'z', client_12: 'Z', client_15: 'z', client_16: 'Z', client_17: '2', client_19: 'z', client_20: '2', client_5: '2', client_8: '2'
Global ID = 14 | from: client_11: 'A', client_13: 'p', client_15: 'A', client_16: 'Y', client_18: 'p', client_19: 'H', client_20: 'A', client_8: '6'
Global ID = 16 | from: client_11: 'x', client_13: 'X', client_14: 'Y', client_15: 'Y', client_17: 'x', client_18: 'y', client_19: 'y', client_20: 'x'
Global ID = 18 | from: client_11: 'k', client_15: 'X', client_16: 'K', client_17: 'k', client_18: 'k', client_19: 'L', client_20: 'K'
Global ID = 20 | from: client_11: 'i', client_12: 'i', client_13: 'u', client_15: 'H', client_16: 'V'
Global ID = 21 | from: client_12: 'W', client_13: 'H', client_15: 'N', client_16: 'w', client_18: 'h', client_6: '4', client_8: '4'
Global ID = 22 | from: client_11: 'D', client_12: 'j', client_13: 'L', client_14: 'D', client_15: 'd', client_16: 'D', client_17: 'P', client_18: 'd', client_19: 'J', client_20: 'L'
Global ID = 23 | from: client_12: 'C', client_14: 'c', client_15: 'a', client_17: 'C', client_18: 'e'
Global ID = 24 | from: client_11: 'R', client_12: 'T', client_14: 'T', client_16: 'R', client_17: 'Q', client_18: 'r', client_19: '2', client_20: 'R', client_7: '7', client_8: '7'
Global ID = 25 | from: client_13: 'G', client_15: 'G', client_17: 'G', client_18: '4'
Global ID = 26 | from: client_13: 'f', client_16: 'f', client_18: 'f'
Global ID = 27 | from: client_15: '5', client_16: 'J', client_18: 'j'
Global ID = 28 | from: client_11: 'n', client_12: 'b', client_13: 'n', client_15: 'I', client_16: 'l', client_17: 'h', client_18: 'b', client_20: 't'
Global ID = 29 | from: client_27: 'bird'
Global ID = 30 | from: client_27: 'cat'
Global ID = 31 | from: client_12: 'c'
Global ID = 32 | from: client_14: 'm'
Global ID = 33 | from: client_16: '7'
Global ID = 34 | from: client_16: '9'
Global ID = 35 | from: client_16: 'T'
Global ID = 36 | from: client_16: 'i'
Global ID = 37 | from: client_16: 'k'
Global ID = 38 | from: client_16: 'q'
Global ID = 39 | from: client_16: 's'
Global ID = 40 | from: client_18: 'K'
Global ID = 41 | from: client_19: 'Z'
Global ID = 42 | from: client_19: 'p'
Global ID = 43 | from: client_20: 'X'
==================================================


##################################################
Entropy Ratio = 0.5
##################################################

==================================================
Label Mapping Summary:
Global ID = 0  | from: client_0: '2', client_1: '6', client_11: '9', client_12: 'q', client_13: 'q', client_14: 'M', client_15: '4', client_16: '8', client_17: 'g', client_18: 'g', client_19: 'n', client_2: '9', client_20: 'q', client_22: 'airplane', client_23: 'automobile', client_24: 'airplane', client_25: 'bird', client_26: 'airplane', client_27: 'truck', client_28: 'deer', client_29: 'ship', client_3: '6', client_30: 'airplane', client_31: 'ship', client_5: '9', client_6: '5', client_7: '7', client_8: '0', client_9: '9'
Global ID = 4  | from: client_11: 'T', client_12: 'T', client_13: 'V', client_14: 'T', client_15: 't', client_16: '7', client_17: '7', client_18: 'p', client_19: 't', client_20: 'T', client_26: 'frog', client_27: 'deer', client_31: 'frog'
Global ID = 5  | from: client_11: 'U', client_12: 'U', client_13: 'U', client_14: '6', client_15: 'Y', client_16: '0', client_17: '4', client_18: 'b', client_19: 'H', client_20: 'v', client_27: 'horse', client_28: 'horse', client_30: 'horse', client_4: '4', client_6: '4', client_7: '6', client_9: '6'
Global ID = 6  | from: client_12: 'w', client_15: 'w', client_27: 'frog', client_3: '1'
Global ID = 7  | from: client_11: '0', client_12: '0', client_13: 'D', client_14: '0', client_15: 'C', client_16: 'C', client_17: 'C', client_18: 'U', client_19: 'O', client_20: 'o', client_8: '7'
Global ID = 8  | from: client_11: '3', client_12: '3', client_13: 's', client_14: '8', client_15: 'S', client_16: 'a', client_17: 'B', client_18: '3', client_2: '3', client_20: '3', client_4: '3'
Global ID = 9  | from: client_11: 'A', client_12: 'N', client_13: 'p', client_15: 'A', client_16: 'Y', client_17: 'P', client_18: 'r', client_20: 'A', client_8: '6'
Global ID = 10 | from: client_11: 'B', client_12: 'B', client_15: 'B', client_18: 'B'
Global ID = 11 | from: client_11: 'E', client_12: 'F', client_13: 'F', client_14: 'E', client_15: 'F', client_16: 'e', client_17: 'G', client_18: 'E', client_19: '5', client_20: 'p', client_4: '6', client_7: '4', client_8: '4'
Global ID = 12 | from: client_11: 'I', client_12: 'l', client_13: 'i', client_14: 'I', client_15: '1', client_16: 'r', client_18: '1', client_19: 'i', client_5: '1', client_8: '1'
Global ID = 13 | from: client_1: '5', client_11: 'S', client_12: '5', client_15: '5', client_16: 'S', client_17: 'S', client_18: 'e', client_4: '5'
Global ID = 14 | from: client_11: 'z', client_12: 'Z', client_15: 'z', client_16: 'Z', client_17: '2', client_19: 'z', client_20: '2', client_5: '2', client_8: '2'
Global ID = 15 | from: client_11: 'k', client_12: 'u', client_13: 'X', client_14: 'W', client_15: 'X', client_16: 'K', client_17: 'k', client_18: 'k', client_19: 'g', client_20: 'K', client_22: 'truck', client_23: 'cat', client_25: 'dog', client_26: 'dog', client_27: 'cat', client_28: 'dog', client_29: 'cat', client_30: 'cat', client_31: 'horse', client_6: '7', client_7: '3'
Global ID = 16 | from: client_11: 'm', client_13: 'm', client_14: 'm', client_15: 'M', client_17: 'w', client_20: 'M'
Global ID = 17 | from: client_11: 'n', client_13: 'n', client_16: 'k', client_18: 'h', client_19: 'L'
Global ID = 18 | from: client_11: 'D', client_12: 'b', client_14: 'D', client_15: 'd', client_16: 'D', client_18: 'd'
Global ID = 19 | from: client_11: 'R', client_14: 'Q', client_15: 'Q', client_16: 'R', client_17: 'Q', client_19: '2', client_20: 'R'
Global ID = 20 | from: client_11: 'x', client_12: '6', client_13: 'E', client_14: 'Y', client_15: 'G', client_16: 'O', client_17: 'x', client_18: 'y', client_19: 'v', client_20: 'x', client_22: 'ship', client_26: 'deer', client_27: 'bird', client_29: 'frog', client_4: '8', client_9: '5'
Global ID = 21 | from: client_11: 'i', client_12: 'i', client_13: 'u', client_15: 'H', client_16: 'V', client_17: 'h'
Global ID = 22 | from: client_12: 'W', client_13: 'H', client_14: 'V', client_15: 'N', client_16: 'w', client_18: 'w', client_19: 'y'
Global ID = 23 | from: client_12: 'j', client_13: 'L', client_16: 'J', client_18: 'j', client_19: 'J', client_20: 'L'
Global ID = 24 | from: client_12: 'C', client_14: 'c'
Global ID = 25 | from: client_13: 'f', client_16: 'f', client_18: 'f', client_19: 'p'
Global ID = 26 | from: client_15: 'I', client_16: 'l', client_20: 't'
Global ID = 27 | from: client_16: '9', client_17: '9'
Global ID = 28 | from: client_12: 'c'
Global ID = 29 | from: client_13: 'G'
Global ID = 30 | from: client_15: 'a'
Global ID = 31 | from: client_15: 'y'
Global ID = 32 | from: client_16: 'T'
Global ID = 33 | from: client_16: 'i'
Global ID = 34 | from: client_16: 'q'
Global ID = 35 | from: client_16: 's'
Global ID = 36 | from: client_18: '4'
Global ID = 37 | from: client_18: 'K'
Global ID = 38 | from: client_19: 'Z'
Global ID = 39 | from: client_20: 'X'
==================================================


##################################################
Entropy Ratio = 0.6
##################################################

==================================================
Label Mapping Summary:
Global ID = 0  | from: client_0: '2', client_1: '6', client_11: '9', client_12: 'q', client_13: 'q', client_14: 'M', client_15: 'B', client_16: '8', client_17: 'g', client_18: 'E', client_19: 'v', client_2: '9', client_20: '3', client_22: 'airplane', client_23: 'automobile', client_24: 'airplane', client_25: 'bird', client_26: 'airplane', client_27: 'truck', client_28: 'deer', client_29: 'ship', client_3: '6', client_30: 'airplane', client_31: 'ship', client_4: '8', client_5: '9', client_6: '5', client_7: '3', client_8: '2', client_9: '5'
Global ID = 1  | from: client_11: 'n', client_12: 'u', client_13: 'n', client_14: 'W', client_15: 'X', client_16: 'q', client_17: 'B', client_18: 'h', client_19: 'g', client_20: 'q', client_22: 'truck', client_23: 'cat', client_25: 'dog', client_26: 'dog', client_27: 'cat', client_28: 'dog', client_29: 'cat', client_30: 'cat', client_31: 'horse', client_6: '7', client_7: '7'
Global ID = 4  | from: client_11: 'T', client_12: 'w', client_13: 'F', client_14: 'T', client_15: 't', client_16: '7', client_17: '7', client_19: 'n', client_20: 'M', client_26: 'frog', client_27: 'frog', client_3: '1', client_31: 'frog', client_8: '0'
Global ID = 5  | from: client_11: 'U', client_12: 'U', client_13: 'U', client_14: '6', client_15: '4', client_16: '0', client_17: '4', client_18: 'b', client_20: 'v', client_27: 'horse', client_28: 'horse', client_30: 'horse', client_4: '4', client_6: '4', client_7: '4', client_9: '6'
Global ID = 6  | from: client_11: 'i', client_12: 'i', client_13: 'u', client_15: 'H', client_16: 'V', client_20: 't', client_27: 'bird'
